index,checking_status,months_duration,credit_history,purpose,credit_amount,savings_status,employment_since,installment_rate,personal_status_sex,other_debtors,residence_since,property,age,other_installment_plans,housing,existing_credits,job,people_liable,telephone,foreign_worker,target
900,< 0 DM,16,critical account / other credits elsewhere,car (new),2625,< 100 DM,≥ 7 years,2,male: single,guarantor,4,building-soc savings / life insurance,43,bank,rent,1,skilled employee/official,1,"yes, registered",yes,1
901,no checking account,20,critical account / other credits elsewhere,car (new),3485,unknown / none,< 1 year,2,male: divorced/separated,none,4,real estate,44,none,own,2,skilled employee/official,1,"yes, registered",yes,0
902,no checking account,36,critical account / other credits elsewhere,car (used),10477,unknown / none,≥ 7 years,2,male: single,none,4,unknown / none,42,none,for free,2,skilled employee/official,1,none,yes,0
903,no checking account,15,existing credits paid duly till now,radio/television,1386,unknown / none,1 ≤ ... < 4 years,4,male: married/widowed,none,2,real estate,40,none,rent,1,skilled employee/official,1,"yes, registered",yes,0
904,no checking account,24,existing credits paid duly till now,radio/television,1278,< 100 DM,≥ 7 years,4,male: single,none,1,real estate,36,none,own,1,management/self-employed/highly-qualified/officer,1,"yes, registered",yes,0
905,< 0 DM,12,existing credits paid duly till now,radio/television,1107,< 100 DM,1 ≤ ... < 4 years,2,male: single,none,2,real estate,20,none,rent,1,management/self-employed/highly-qualified/officer,2,"yes, registered",yes,0
906,< 0 DM,21,existing credits paid duly till now,car (new),3763,unknown / none,4 ≤ ... < 7 years,2,male: single,co-applicant,2,real estate,24,none,own,1,unskilled - resident,1,none,no,0
907,0 ≤ ... < 200 DM,36,existing credits paid duly till now,education,3711,unknown / none,1 ≤ ... < 4 years,2,male: married/widowed,none,2,car or other (not in savings),27,none,own,1,skilled employee/official,1,none,yes,0
908,no checking account,15,delay in past,car (used),3594,< 100 DM,< 1 year,1,female: divorced/separated/married,none,2,building-soc savings / life insurance,46,none,own,2,unskilled - resident,1,none,yes,0
909,0 ≤ ... < 200 DM,9,existing credits paid duly till now,car (new),3195,unknown / none,1 ≤ ... < 4 years,1,female: divorced/separated/married,none,2,real estate,33,none,own,1,unskilled - resident,1,none,yes,0
910,no checking account,36,delay in past,radio/television,4454,< 100 DM,1 ≤ ... < 4 years,4,female: divorced/separated/married,none,4,real estate,34,none,own,2,skilled employee/official,1,none,yes,0
911,0 ≤ ... < 200 DM,24,critical account / other credits elsewhere,furniture/equipment,4736,< 100 DM,< 1 year,2,female: divorced/separated/married,none,4,car or other (not in savings),25,bank,own,1,unskilled - resident,1,none,yes,1
912,0 ≤ ... < 200 DM,30,existing credits paid duly till now,radio/television,2991,unknown / none,≥ 7 years,2,female: divorced/separated/married,none,4,car or other (not in savings),25,none,own,1,skilled employee/official,1,none,yes,0
913,no checking account,11,existing credits paid duly till now,business,2142,≥ 1000 DM,≥ 7 years,1,male: divorced/separated,none,2,real estate,28,none,own,1,skilled employee/official,1,"yes, registered",yes,0
914,< 0 DM,24,all credits at this bank paid duly,business,3161,< 100 DM,1 ≤ ... < 4 years,4,male: single,none,2,building-soc savings / life insurance,31,none,rent,1,skilled employee/official,1,"yes, registered",yes,1
915,0 ≤ ... < 200 DM,48,no credits / all paid duly,others,18424,< 100 DM,1 ≤ ... < 4 years,1,female: divorced/separated/married,none,2,building-soc savings / life insurance,32,bank,own,1,management/self-employed/highly-qualified/officer,1,"yes, registered",no,1
916,no checking account,10,existing credits paid duly till now,car (used),2848,100 ≤ ... < 500 DM,1 ≤ ... < 4 years,1,male: single,co-applicant,2,real estate,32,none,own,1,skilled employee/official,2,none,yes,0
917,< 0 DM,6,existing credits paid duly till now,car (new),14896,< 100 DM,≥ 7 years,1,male: single,none,4,unknown / none,68,bank,own,1,management/self-employed/highly-qualified/officer,1,"yes, registered",yes,1
918,< 0 DM,24,existing credits paid duly till now,furniture/equipment,2359,100 ≤ ... < 500 DM,unemployed,1,male: divorced/separated,none,1,building-soc savings / life insurance,33,none,own,1,skilled employee/official,1,none,yes,1
919,< 0 DM,24,existing credits paid duly till now,furniture/equipment,3345,< 100 DM,≥ 7 years,4,male: single,none,2,building-soc savings / life insurance,39,none,rent,1,management/self-employed/highly-qualified/officer,1,"yes, registered",yes,1
920,no checking account,18,critical account / other credits elsewhere,furniture/equipment,1817,< 100 DM,1 ≤ ... < 4 years,4,female: divorced/separated/married,none,2,unknown / none,28,none,own,2,skilled employee/official,1,none,yes,0
921,no checking account,48,delay in past,radio/television,12749,500 ≤ ... < 1000 DM,4 ≤ ... < 7 years,4,male: single,none,1,car or other (not in savings),37,none,own,1,management/self-employed/highly-qualified/officer,1,"yes, registered",yes,0
922,< 0 DM,9,existing credits paid duly till now,radio/television,1366,< 100 DM,< 1 year,3,female: divorced/separated/married,none,4,building-soc savings / life insurance,22,none,rent,1,skilled employee/official,1,none,yes,1
923,0 ≤ ... < 200 DM,12,existing credits paid duly till now,car (new),2002,< 100 DM,4 ≤ ... < 7 years,3,male: single,none,4,building-soc savings / life insurance,30,none,rent,1,skilled employee/official,2,"yes, registered",yes,0
924,< 0 DM,24,all credits at this bank paid duly,furniture/equipment,6872,< 100 DM,< 1 year,2,male: divorced/separated,none,1,building-soc savings / life insurance,55,bank,own,1,skilled employee/official,1,"yes, registered",yes,1
925,< 0 DM,12,all credits at this bank paid duly,car (new),697,< 100 DM,< 1 year,4,male: single,none,2,car or other (not in savings),46,bank,own,2,skilled employee/official,1,"yes, registered",yes,1
926,< 0 DM,18,critical account / other credits elsewhere,furniture/equipment,1049,< 100 DM,< 1 year,4,female: divorced/separated/married,none,4,building-soc savings / life insurance,21,none,rent,1,skilled employee/official,1,none,yes,0
927,< 0 DM,48,existing credits paid duly till now,car (used),10297,< 100 DM,4 ≤ ... < 7 years,4,male: single,none,4,unknown / none,39,stores,for free,3,skilled employee/official,2,"yes, registered",yes,1
928,no checking account,30,existing credits paid duly till now,radio/television,1867,unknown / none,≥ 7 years,4,male: single,none,4,car or other (not in savings),58,none,own,1,skilled employee/official,1,"yes, registered",yes,0
929,< 0 DM,12,delay in past,car (new),1344,< 100 DM,1 ≤ ... < 4 years,4,male: single,none,2,real estate,43,none,own,2,unskilled - resident,2,none,yes,0
930,< 0 DM,24,existing credits paid duly till now,furniture/equipment,1747,< 100 DM,< 1 year,4,male: single,co-applicant,1,building-soc savings / life insurance,24,none,own,1,unskilled - resident,1,none,no,0
931,0 ≤ ... < 200 DM,9,existing credits paid duly till now,radio/television,1670,< 100 DM,< 1 year,4,female: divorced/separated/married,none,2,car or other (not in savings),22,none,own,1,skilled employee/official,1,"yes, registered",yes,1
932,no checking account,9,critical account / other credits elsewhere,car (new),1224,< 100 DM,1 ≤ ... < 4 years,3,male: single,none,1,real estate,30,none,own,2,skilled employee/official,1,none,yes,0
933,no checking account,12,critical account / other credits elsewhere,radio/television,522,500 ≤ ... < 1000 DM,≥ 7 years,4,male: single,none,4,building-soc savings / life insurance,42,none,own,2,skilled employee/official,2,"yes, registered",yes,0
934,< 0 DM,12,existing credits paid duly till now,radio/television,1498,< 100 DM,1 ≤ ... < 4 years,4,female: divorced/separated/married,none,1,car or other (not in savings),23,bank,own,1,skilled employee/official,1,none,yes,0
935,0 ≤ ... < 200 DM,30,delay in past,radio/television,1919,100 ≤ ... < 500 DM,< 1 year,4,male: single,none,3,unknown / none,30,stores,own,2,management/self-employed/highly-qualified/officer,1,none,yes,1
936,≥ 200 DM / salary assignment ≥ 1y,9,existing credits paid duly till now,radio/television,745,< 100 DM,1 ≤ ... < 4 years,3,female: divorced/separated/married,none,2,real estate,28,none,own,1,unskilled - resident,1,none,yes,1
937,0 ≤ ... < 200 DM,6,existing credits paid duly till now,radio/television,2063,< 100 DM,< 1 year,4,male: married/widowed,none,3,car or other (not in savings),30,none,rent,1,management/self-employed/highly-qualified/officer,1,"yes, registered",yes,0
938,0 ≤ ... < 200 DM,60,existing credits paid duly till now,education,6288,< 100 DM,1 ≤ ... < 4 years,4,male: single,none,4,unknown / none,42,none,for free,1,skilled employee/official,1,none,yes,1
939,no checking account,24,critical account / other credits elsewhere,car (used),6842,unknown / none,1 ≤ ... < 4 years,2,male: single,none,4,building-soc savings / life insurance,46,none,own,2,management/self-employed/highly-qualified/officer,2,"yes, registered",yes,0
940,no checking account,12,existing credits paid duly till now,car (new),3527,unknown / none,< 1 year,2,male: single,none,3,building-soc savings / life insurance,45,none,own,1,management/self-employed/highly-qualified/officer,2,"yes, registered",yes,0
941,no checking account,10,existing credits paid duly till now,car (new),1546,< 100 DM,1 ≤ ... < 4 years,3,male: single,none,2,real estate,31,none,own,1,unskilled - resident,2,none,no,0
942,no checking account,24,existing credits paid duly till now,furniture/equipment,929,unknown / none,4 ≤ ... < 7 years,4,male: single,none,2,car or other (not in savings),31,stores,own,1,skilled employee/official,1,"yes, registered",yes,0
943,no checking account,4,critical account / other credits elsewhere,car (new),1455,< 100 DM,4 ≤ ... < 7 years,2,male: single,none,1,real estate,42,none,own,3,unskilled - resident,2,none,yes,0
944,< 0 DM,15,existing credits paid duly till now,furniture/equipment,1845,< 100 DM,< 1 year,4,female: divorced/separated/married,guarantor,1,building-soc savings / life insurance,46,none,rent,1,skilled employee/official,1,none,yes,0
945,0 ≤ ... < 200 DM,48,no credits / all paid duly,car (new),8358,500 ≤ ... < 1000 DM,< 1 year,1,female: divorced/separated/married,none,1,car or other (not in savings),30,none,own,2,skilled employee/official,1,none,yes,0
946,< 0 DM,24,all credits at this bank paid duly,furniture/equipment,3349,500 ≤ ... < 1000 DM,< 1 year,4,male: single,none,4,unknown / none,30,none,for free,1,skilled employee/official,2,"yes, registered",yes,1
947,no checking account,12,existing credits paid duly till now,car (new),2859,unknown / none,unemployed,4,male: single,none,4,unknown / none,38,none,own,1,management/self-employed/highly-qualified/officer,1,"yes, registered",yes,0
948,no checking account,18,existing credits paid duly till now,furniture/equipment,1533,< 100 DM,< 1 year,4,male: married/widowed,co-applicant,1,building-soc savings / life insurance,43,none,own,1,unskilled - resident,2,none,yes,1
949,no checking account,24,existing credits paid duly till now,radio/television,3621,100 ≤ ... < 500 DM,≥ 7 years,2,male: single,none,4,car or other (not in savings),31,none,own,2,skilled employee/official,1,none,yes,1
950,0 ≤ ... < 200 DM,18,critical account / other credits elsewhere,business,3590,< 100 DM,unemployed,3,male: married/widowed,none,3,car or other (not in savings),40,none,own,3,unemployed/unskilled - non-resident,2,"yes, registered",yes,0
951,< 0 DM,36,delay in past,business,2145,< 100 DM,4 ≤ ... < 7 years,2,male: single,none,1,car or other (not in savings),24,none,own,2,skilled employee/official,1,"yes, registered",yes,1
952,0 ≤ ... < 200 DM,24,existing credits paid duly till now,car (used),4113,500 ≤ ... < 1000 DM,< 1 year,3,female: divorced/separated/married,none,4,car or other (not in savings),28,none,rent,1,skilled employee/official,1,none,yes,1
953,no checking account,36,existing credits paid duly till now,furniture/equipment,10974,< 100 DM,unemployed,4,female: divorced/separated/married,none,2,car or other (not in savings),26,none,own,2,management/self-employed/highly-qualified/officer,1,"yes, registered",yes,1
954,< 0 DM,12,existing credits paid duly till now,car (new),1893,< 100 DM,1 ≤ ... < 4 years,4,female: divorced/separated/married,guarantor,4,building-soc savings / life insurance,29,none,own,1,skilled employee/official,1,"yes, registered",yes,0
955,< 0 DM,24,critical account / other credits elsewhere,radio/television,1231,≥ 1000 DM,≥ 7 years,4,female: divorced/separated/married,none,4,building-soc savings / life insurance,57,none,rent,2,management/self-employed/highly-qualified/officer,1,"yes, registered",yes,0
956,≥ 200 DM / salary assignment ≥ 1y,30,critical account / other credits elsewhere,radio/television,3656,unknown / none,≥ 7 years,4,male: single,none,4,building-soc savings / life insurance,49,stores,own,2,unskilled - resident,1,none,yes,0
957,0 ≤ ... < 200 DM,9,critical account / other credits elsewhere,radio/television,1154,< 100 DM,≥ 7 years,2,male: single,none,4,real estate,37,none,own,3,unskilled - resident,1,none,yes,0
958,< 0 DM,28,existing credits paid duly till now,car (new),4006,< 100 DM,1 ≤ ... < 4 years,3,male: single,none,2,car or other (not in savings),45,none,own,1,unskilled - resident,1,none,yes,1
959,0 ≤ ... < 200 DM,24,existing credits paid duly till now,furniture/equipment,3069,100 ≤ ... < 500 DM,≥ 7 years,4,male: single,none,4,unknown / none,30,none,for free,1,skilled employee/official,1,none,yes,0
960,no checking account,6,critical account / other credits elsewhere,radio/television,1740,< 100 DM,≥ 7 years,2,male: married/widowed,none,2,real estate,30,none,rent,2,skilled employee/official,1,none,yes,0
